instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,keterangan,hr,year_month,hum_bin
15911,2012-10-31,4,1,10,0,3,1,1,0.42,0.4242,0.54,0.1642,33,197,230,hour,15.0,2012-10,Normal (30-60%)
15912,2012-10-31,4,1,10,0,3,1,2,0.42,0.4242,0.54,0.2239,51,373,424,hour,16.0,2012-10,Normal (30-60%)
15913,2012-10-31,4,1,10,0,3,1,2,0.4,0.4091,0.58,0.1642,39,684,142,hour,17.0,2012-10,Normal (30-60%)
15914,2012-10-31,4,1,10,0,3,1,2,0.4,0.4091,0.58,0.1642,28,556,142,hour,18.0,2012-10,Normal (30-60%)
15915,2012-10-31,4,1,10,0,3,1,2,0.4,0.4091,0.5,0.194,27,383,410,hour,19.0,2012-10,Normal (30-60%)
15916,2012-10-31,4,1,10,0,3,1,2,0.4,0.4091,0.5,0.194,9,259,268,hour,20.0,2012-10,Normal (30-60%)
15917,2012-10-31,4,1,10,0,3,1,2,0.4,0.4091,0.5,0.194,12,180,192,hour,21.0,2012-10,Normal (30-60%)
15918,2012-10-31,4,1,10,0,3,1,1,0.36,0.3485,0.57,0.1343,18,147,165,hour,22.0,2012-10,Normal (30-60%)
15919,2012-10-31,4,1,10,0,3,1,1,0.36,0.3636,0.57,0.0896,7,94,101,hour,23.0,2012-10,Normal (30-60%)
15920,2012-11-01,4,1,11,0,4,1,1,0.36,0.3636,0.57,0.0896,8,52,60,hour,0.0,2012-11,Normal (30-60%)
15921,2012-11-01,4,1,11,0,4,1,1,0.3,0.3182,0.75,0.1045,8,22,30,hour,1.0,2012-11,Lembap (>60%)
15922,2012-11-01,4,1,11,0,4,1,1,0.32,0.3333,0.66,0.1343,10,10,20,hour,2.0,2012-11,Lembap (>60%)
15923,2012-11-01,4,1,11,0,4,1,1,0.34,0.3333,0.61,0.1343,5,10,15,hour,3.0,2012-11,Lembap (>60%)
15924,2012-11-01,4,1,11,0,4,1,2,0.34,0.3485,0.66,0.1045,2,8,10,hour,4.0,2012-11,Lembap (>60%)
15925,2012-11-01,4,1,11,0,4,1,1,0.34,0.3333,0.66,0.1343,1,39,40,hour,5.0,2012-11,Lembap (>60%)
15926,2012-11-01,4,1,11,0,4,1,1,0.34,0.3333,0.61,0.1642,2,146,148,hour,6.0,2012-11,Lembap (>60%)
15927,2012-11-01,4,1,11,0,4,1,2,0.36,0.3485,0.57,0.1642,6,414,420,hour,7.0,2012-11,Normal (30-60%)
15928,2012-11-01,4,1,11,0,4,1,2,0.36,0.3788,0.56,0.1045,12,668,142,hour,8.0,2012-11,Normal (30-60%)
15929,2012-11-01,4,1,11,0,4,1,3,0.36,0.3636,0.57,0.1045,21,310,331,hour,9.0,2012-11,Normal (30-60%)
15930,2012-11-01,4,1,11,0,4,1,3,0.36,0.3485,0.62,0.194,13,133,146,hour,10.0,2012-11,Lembap (>60%)
15931,2012-11-01,4,1,11,0,4,1,3,0.36,0.3485,0.62,0.194,14,156,170,hour,11.0,2012-11,Lembap (>60%)
15932,2012-11-01,4,1,11,0,4,1,3,0.38,0.3939,0.62,0.1642,23,198,221,hour,12.0,2012-11,Lembap (>60%)
15933,2012-11-01,4,1,11,0,4,1,2,0.4,0.4091,0.58,0.1642,49,199,248,hour,13.0,2012-11,Normal (30-60%)
15934,2012-11-01,4,1,11,0,4,1,2,0.4,0.4091,0.5,0.2239,31,154,185,hour,14.0,2012-11,Normal (30-60%)
15935,2012-11-01,4,1,11,0,4,1,2,0.4,0.4091,0.54,0.1642,35,179,214,hour,15.0,2012-11,Normal (30-60%)
15936,2012-11-01,4,1,11,0,4,1,2,0.4,0.4091,0.54,0.1642,31,313,344,hour,16.0,2012-11,Normal (30-60%)
15937,2012-11-01,4,1,11,0,4,1,3,0.4,0.4091,0.5,0.2239,37,652,142,hour,17.0,2012-11,Normal (30-60%)
15938,2012-11-01,4,1,11,0,4,1,2,0.4,0.4091,0.5,0.1642,50,628,142,hour,18.0,2012-11,Normal (30-60%)
15939,2012-11-01,4,1,11,0,4,1,2,0.4,0.4091,0.5,0.1642,28,424,452,hour,19.0,2012-11,Normal (30-60%)
15940,2012-11-01,4,1,11,0,4,1,2,0.38,0.3939,0.54,0.2537,16,280,296,hour,20.0,2012-11,Normal (30-60%)
15941,2012-11-01,4,1,11,0,4,1,2,0.38,0.3939,0.54,0.1343,29,238,267,hour,21.0,2012-11,Normal (30-60%)
15942,2012-11-01,4,1,11,0,4,1,1,0.36,0.3485,0.57,0.1642,27,175,202,hour,22.0,2012-11,Normal (30-60%)
15943,2012-11-01,4,1,11,0,4,1,1,0.34,0.3333,0.57,0.1642,8,112,120,hour,23.0,2012-11,Normal (30-60%)
15944,2012-11-02,4,1,11,0,5,1,1,0.34,0.3333,0.57,0.1642,10,40,50,hour,0.0,2012-11,Normal (30-60%)
15945,2012-11-02,4,1,11,0,5,1,1,0.32,0.3182,0.66,0.1642,5,19,24,hour,1.0,2012-11,Lembap (>60%)
15946,2012-11-02,4,1,11,0,5,1,1,0.32,0.3182,0.66,0.1642,3,7,10,hour,2.0,2012-11,Lembap (>60%)
15947,2012-11-02,4,1,11,0,5,1,1,0.3,0.303,0.7,0.1642,0,3,3,hour,3.0,2012-11,Lembap (>60%)
15948,2012-11-02,4,1,11,0,5,1,1,0.3,0.3182,0.7,0.1045,1,6,7,hour,4.0,2012-11,Lembap (>60%)
15949,2012-11-02,4,1,11,0,5,1,2,0.32,0.3182,0.66,0.1642,1,25,26,hour,5.0,2012-11,Lembap (>60%)
15950,2012-11-02,4,1,11,0,5,1,1,0.3,0.303,0.7,0.1642,2,120,122,hour,6.0,2012-11,Lembap (>60%)
15951,2012-11-02,4,1,11,0,5,1,2,0.3,0.303,0.7,0.1343,8,349,357,hour,7.0,2012-11,Lembap (>60%)
15952,2012-11-02,4,1,11,0,5,1,1,0.32,0.3333,0.57,0.1045,31,656,142,hour,8.0,2012-11,Normal (30-60%)
15953,2012-11-02,4,1,11,0,5,1,1,0.34,0.3485,0.53,0.1045,27,355,382,hour,9.0,2012-11,Normal (30-60%)
15954,2012-11-02,4,1,11,0,5,1,1,0.38,0.3939,0.46,0.2985,21,183,204,hour,10.0,2012-11,Normal (30-60%)
15955,2012-11-02,4,1,11,0,5,1,1,0.42,0.4242,0.41,0.4179,42,179,221,hour,11.0,2012-11,Normal (30-60%)
15956,2012-11-02,4,1,11,0,5,1,1,0.42,0.4242,0.41,0.3582,52,240,292,hour,12.0,2012-11,Normal (30-60%)
15957,2012-11-02,4,1,11,0,5,1,1,0.4,0.4091,0.43,0.3582,64,230,294,hour,13.0,2012-11,Normal (30-60%)
15958,2012-11-02,4,1,11,0,5,1,2,0.4,0.4091,0.4,0.4925,63,199,262,hour,14.0,2012-11,Normal (30-60%)
15959,2012-11-02,4,1,11,0,5,1,2,0.4,0.4091,0.4,0.4179,51,255,306,hour,15.0,2012-11,Normal (30-60%)
15960,2012-11-02,4,1,11,0,5,1,1,0.38,0.3939,0.4,0.3284,48,373,421,hour,16.0,2012-11,Normal (30-60%)
15961,2012-11-02,4,1,11,0,5,1,1,0.38,0.3939,0.4,0.3284,57,581,142,hour,17.0,2012-11,Normal (30-60%)
15962,2012-11-02,4,1,11,0,5,1,2,0.38,0.3939,0.43,0.3284,32,490,522,hour,18.0,2012-11,Normal (30-60%)
15963,2012-11-02,4,1,11,0,5,1,2,0.38,0.3939,0.43,0.2985,38,336,374,hour,19.0,2012-11,Normal (30-60%)
15964,2012-11-02,4,1,11,0,5,1,2,0.36,0.3333,0.46,0.4179,14,207,221,hour,20.0,2012-11,Normal (30-60%)
15965,2012-11-02,4,1,11,0,5,1,2,0.36,0.3333,0.46,0.3582,23,133,156,hour,21.0,2012-11,Normal (30-60%)
15966,2012-11-02,4,1,11,0,5,1,1,0.36,0.3333,0.46,0.2537,14,135,149,hour,22.0,2012-11,Normal (30-60%)
15967,2012-11-02,4,1,11,0,5,1,1,0.34,0.303,0.53,0.2985,11,108,119,hour,23.0,2012-11,Normal (30-60%)
15968,2012-11-03,4,1,11,0,6,0,1,0.34,0.3333,0.53,0.1642,9,99,108,hour,0.0,2012-11,Normal (30-60%)
15969,2012-11-03,4,1,11,0,6,0,2,0.34,0.303,0.49,0.3284,6,83,89,hour,1.0,2012-11,Normal (30-60%)
15970,2012-11-03,4,1,11,0,6,0,2,0.34,0.3182,0.49,0.2537,10,36,46,hour,2.0,2012-11,Normal (30-60%)
15971,2012-11-03,4,1,11,0,6,0,2,0.34,0.3182,0.49,0.2537,6,22,28,hour,3.0,2012-11,Normal (30-60%)
15972,2012-11-03,4,1,11,0,6,0,2,0.32,0.303,0.49,0.2985,8,8,16,hour,4.0,2012-11,Normal (30-60%)
15973,2012-11-03,4,1,11,0,6,0,2,0.32,0.303,0.49,0.2537,1,8,9,hour,5.0,2012-11,Normal (30-60%)
15974,2012-11-03,4,1,11,0,6,0,2,0.32,0.3182,0.49,0.194,4,17,21,hour,6.0,2012-11,Normal (30-60%)
15975,2012-11-03,4,1,11,0,6,0,2,0.32,0.303,0.49,0.2537,1,58,59,hour,7.0,2012-11,Normal (30-60%)
15976,2012-11-03,4,1,11,0,6,0,2,0.34,0.303,0.46,0.2985,10,132,142,hour,8.0,2012-11,Normal (30-60%)
15977,2012-11-03,4,1,11,0,6,0,2,0.34,0.303,0.49,0.2985,31,188,219,hour,9.0,2012-11,Normal (30-60%)
15978,2012-11-03,4,1,11,0,6,0,1,0.36,0.3333,0.46,0.3881,68,260,328,hour,10.0,2012-11,Normal (30-60%)
15979,2012-11-03,4,1,11,0,6,0,2,0.36,0.3333,0.46,0.3881,56,284,340,hour,11.0,2012-11,Normal (30-60%)
15980,2012-11-03,4,1,11,0,6,0,2,0.36,0.3182,0.46,0.4627,74,320,394,hour,12.0,2012-11,Normal (30-60%)
15981,2012-11-03,4,1,11,0,6,0,2,0.36,0.3333,0.46,0.3582,110,339,449,hour,13.0,2012-11,Normal (30-60%)
15982,2012-11-03,4,1,11,0,6,0,2,0.36,0.3333,0.5,0.3284,136,319,455,hour,14.0,2012-11,Normal (30-60%)
15983,2012-11-03,4,1,11,0,6,0,2,0.36,0.3182,0.46,0.4478,117,331,448,hour,15.0,2012-11,Normal (30-60%)
15984,2012-11-03,4,1,11,0,6,0,2,0.36,0.3333,0.46,0.3284,108,292,400,hour,16.0,2012-11,Normal (30-60%)
15985,2012-11-03,4,1,11,0,6,0,2,0.36,0.3333,0.46,0.2985,112,298,410,hour,17.0,2012-11,Normal (30-60%)
15986,2012-11-03,4,1,11,0,6,0,2,0.36,0.3333,0.46,0.2836,58,239,297,hour,18.0,2012-11,Normal (30-60%)
15987,2012-11-03,4,1,11,0,6,0,1,0.36,0.3485,0.5,0.1642,22,217,239,hour,19.0,2012-11,Normal (30-60%)
15988,2012-11-03,4,1,11,0,6,0,1,0.34,0.3333,0.53,0.1343,23,158,181,hour,20.0,2012-11,Normal (30-60%)
15989,2012-11-03,4,1,11,0,6,0,1,0.34,0.3485,0.53,0.1045,31,135,166,hour,21.0,2012-11,Normal (30-60%)
15990,2012-11-03,4,1,11,0,6,0,1,0.32,0.3333,0.57,0.1045,13,133,146,hour,22.0,2012-11,Normal (30-60%)
15991,2012-11-03,4,1,11,0,6,0,1,0.32,0.3333,0.57,0.1045,15,133,148,hour,23.0,2012-11,Normal (30-60%)
15992,2012-11-04,4,1,11,0,0,0,1,0.3,0.3182,0.61,0.1045,5,97,102,hour,0.0,2012-11,Lembap (>60%)
15993,2012-11-04,4,1,11,0,0,0,1,0.26,0.2879,0.81,0.0896,26,139,165,hour,1.0,2012-11,Lembap (>60%)
15994,2012-11-04,4,1,11,0,0,0,1,0.3,0.3333,0.65,0.0,6,31,37,hour,2.0,2012-11,Lembap (>60%)
15995,2012-11-04,4,1,11,0,0,0,1,0.28,0.2879,0.61,0.1045,1,10,11,hour,3.0,2012-11,Lembap (>60%)
15996,2012-11-04,4,1,11,0,0,0,1,0.26,0.2727,0.65,0.1343,2,7,9,hour,4.0,2012-11,Lembap (>60%)
15997,2012-11-04,4,1,11,0,0,0,1,0.26,0.2727,0.65,0.1045,0,5,5,hour,5.0,2012-11,Lembap (>60%)
15998,2012-11-04,4,1,11,0,0,0,1,0.28,0.2879,0.61,0.1343,2,14,16,hour,6.0,2012-11,Lembap (>60%)
15999,2012-11-04,4,1,11,0,0,0,1,0.26,0.2727,0.65,0.1045,11,39,50,hour,7.0,2012-11,Lembap (>60%)
16000,2012-11-04,4,1,11,0,0,0,1,0.3,0.303,0.56,0.1343,34,115,149,hour,8.0,2012-11,Normal (30-60%)
16001,2012-11-04,4,1,11,0,0,0,1,0.32,0.3333,0.53,0.0,56,161,217,hour,9.0,2012-11,Normal (30-60%)
16002,2012-11-04,4,1,11,0,0,0,1,0.34,0.3333,0.49,0.194,73,287,360,hour,10.0,2012-11,Normal (30-60%)
16003,2012-11-04,4,1,11,0,0,0,1,0.38,0.3939,0.46,0.2239,134,311,445,hour,11.0,2012-11,Normal (30-60%)
16004,2012-11-04,4,1,11,0,0,0,1,0.38,0.3939,0.46,0.2239,150,354,504,hour,12.0,2012-11,Normal (30-60%)
16005,2012-11-04,4,1,11,0,0,0,1,0.4,0.4091,0.43,0.2239,122,371,493,hour,13.0,2012-11,Normal (30-60%)
16006,2012-11-04,4,1,11,0,0,0,1,0.4,0.4091,0.4,0.194,149,360,509,hour,14.0,2012-11,Normal (30-60%)
16007,2012-11-04,4,1,11,0,0,0,1,0.4,0.4091,0.4,0.2239,149,300,449,hour,15.0,2012-11,Normal (30-60%)
16008,2012-11-04,4,1,11,0,0,0,1,0.4,0.4091,0.4,0.3284,119,316,435,hour,16.0,2012-11,Normal (30-60%)
16009,2012-11-04,4,1,11,0,0,0,1,0.36,0.3485,0.43,0.194,57,270,327,hour,17.0,2012-11,Normal (30-60%)
16010,2012-11-04,4,1,11,0,0,0,1,0.36,0.3485,0.43,0.2239,31,206,237,hour,18.0,2012-11,Normal (30-60%)
16011,2012-11-04,4,1,11,0,0,0,1,0.36,0.3333,0.43,0.2537,24,203,227,hour,19.0,2012-11,Normal (30-60%)
16012,2012-11-04,4,1,11,0,0,0,1,0.32,0.2879,0.53,0.3582,7,134,141,hour,20.0,2012-11,Normal (30-60%)
16013,2012-11-04,4,1,11,0,0,0,1,0.3,0.2727,0.52,0.2985,16,71,87,hour,21.0,2012-11,Normal (30-60%)
16014,2012-11-04,4,1,11,0,0,0,1,0.3,0.2879,0.52,0.2836,15,64,79,hour,22.0,2012-11,Normal (30-60%)
16015,2012-11-04,4,1,11,0,0,0,2,0.3,0.303,0.56,0.1642,12,41,53,hour,23.0,2012-11,Normal (30-60%)
16016,2012-11-05,4,1,11,0,1,1,2,0.3,0.2879,0.56,0.194,3,20,23,hour,0.0,2012-11,Normal (30-60%)
16017,2012-11-05,4,1,11,0,1,1,2,0.3,0.303,0.56,0.1642,0,8,8,hour,1.0,2012-11,Normal (30-60%)
16018,2012-11-05,4,1,11,0,1,1,2,0.3,0.303,0.56,0.1642,2,4,6,hour,2.0,2012-11,Normal (30-60%)
16019,2012-11-05,4,1,11,0,1,1,2,0.3,0.2879,0.56,0.2239,1,3,4,hour,3.0,2012-11,Normal (30-60%)
16020,2012-11-05,4,1,11,0,1,1,2,0.3,0.2879,0.52,0.2537,5,11,16,hour,4.0,2012-11,Normal (30-60%)
16021,2012-11-05,4,1,11,0,1,1,2,0.3,0.2727,0.52,0.3284,1,38,39,hour,5.0,2012-11,Normal (30-60%)
16022,2012-11-05,4,1,11,0,1,1,2,0.3,0.2879,0.49,0.2836,4,135,139,hour,6.0,2012-11,Normal (30-60%)
16023,2012-11-05,4,1,11,0,1,1,2,0.3,0.2879,0.49,0.2537,8,453,461,hour,7.0,2012-11,Normal (30-60%)
16024,2012-11-05,4,1,11,0,1,1,2,0.3,0.2879,0.49,0.2239,19,629,142,hour,8.0,2012-11,Normal (30-60%)
16025,2012-11-05,4,1,11,0,1,1,2,0.3,0.2879,0.52,0.2836,18,239,257,hour,9.0,2012-11,Normal (30-60%)
16026,2012-11-05,4,1,11,0,1,1,1,0.32,0.303,0.49,0.2836,30,112,142,hour,10.0,2012-11,Normal (30-60%)
16027,2012-11-05,4,1,11,0,1,1,1,0.34,0.3182,0.46,0.2239,31,119,150,hour,11.0,2012-11,Normal (30-60%)
16028,2012-11-05,4,1,11,0,1,1,1,0.36,0.3333,0.43,0.3284,38,206,244,hour,12.0,2012-11,Normal (30-60%)
16029,2012-11-05,4,1,11,0,1,1,1,0.36,0.3333,0.4,0.2537,39,183,222,hour,13.0,2012-11,Normal (30-60%)
16030,2012-11-05,4,1,11,0,1,1,1,0.38,0.3939,0.4,0.1642,31,165,196,hour,14.0,2012-11,Normal (30-60%)
16031,2012-11-05,4,1,11,0,1,1,1,0.38,0.3939,0.4,0.2836,24,207,231,hour,15.0,2012-11,Normal (30-60%)
16032,2012-11-05,4,1,11,0,1,1,1,0.36,0.3333,0.43,0.2836,35,325,360,hour,16.0,2012-11,Normal (30-60%)
16033,2012-11-05,4,1,11,0,1,1,1,0.34,0.3182,0.46,0.2239,34,604,142,hour,17.0,2012-11,Normal (30-60%)
16034,2012-11-05,4,1,11,0,1,1,1,0.34,0.3182,0.46,0.2239,19,523,542,hour,18.0,2012-11,Normal (30-60%)
16035,2012-11-05,4,1,11,0,1,1,1,0.32,0.3182,0.49,0.1642,11,361,372,hour,19.0,2012-11,Normal (30-60%)
16036,2012-11-05,4,1,11,0,1,1,1,0.32,0.303,0.49,0.2537,13,228,241,hour,20.0,2012-11,Normal (30-60%)
16037,2012-11-05,4,1,11,0,1,1,1,0.3,0.2879,0.52,0.2836,8,144,152,hour,21.0,2012-11,Normal (30-60%)
16038,2012-11-05,4,1,11,0,1,1,1,0.28,0.2727,0.56,0.194,4,111,115,hour,22.0,2012-11,Normal (30-60%)
16039,2012-11-05,4,1,11,0,1,1,1,0.26,0.2727,0.6,0.1343,0,53,53,hour,23.0,2012-11,Normal (30-60%)
16040,2012-11-06,4,1,11,0,2,1,1,0.24,0.2576,0.6,0.1045,1,18,19,hour,0.0,2012-11,Normal (30-60%)
16041,2012-11-06,4,1,11,0,2,1,1,0.24,0.2424,0.6,0.1642,0,8,8,hour,1.0,2012-11,Normal (30-60%)
16042,2012-11-06,4,1,11,0,2,1,1,0.24,0.2576,0.65,0.0896,0,2,2,hour,2.0,2012-11,Lembap (>60%)
16043,2012-11-06,4,1,11,0,2,1,1,0.22,0.2424,0.64,0.1045,0,4,4,hour,3.0,2012-11,Lembap (>60%)
16044,2012-11-06,4,1,11,0,2,1,1,0.22,0.2576,0.69,0.0896,0,7,7,hour,4.0,2012-11,Lembap (>60%)
16045,2012-11-06,4,1,11,0,2,1,2,0.22,0.2273,0.64,0.194,1,40,41,hour,5.0,2012-11,Lembap (>60%)
16046,2012-11-06,4,1,11,0,2,1,1,0.22,0.2273,0.69,0.1343,6,143,149,hour,6.0,2012-11,Lembap (>60%)
16047,2012-11-06,4,1,11,0,2,1,1,0.2,0.2121,0.69,0.1642,9,378,387,hour,7.0,2012-11,Lembap (>60%)
16048,2012-11-06,4,1,11,0,2,1,1,0.22,0.2273,0.69,0.1642,20,568,142,hour,8.0,2012-11,Lembap (>60%)
16049,2012-11-06,4,1,11,0,2,1,1,0.26,0.2576,0.6,0.1642,25,338,363,hour,9.0,2012-11,Normal (30-60%)
16050,2012-11-06,4,1,11,0,2,1,1,0.3,0.2879,0.49,0.194,41,189,230,hour,10.0,2012-11,Normal (30-60%)
16051,2012-11-06,4,1,11,0,2,1,1,0.32,0.3333,0.45,0.1343,39,177,216,hour,11.0,2012-11,Normal (30-60%)
16052,2012-11-06,4,1,11,0,2,1,1,0.32,0.3333,0.45,0.1343,31,217,248,hour,12.0,2012-11,Normal (30-60%)
16053,2012-11-06,4,1,11,0,2,1,1,0.34,0.3333,0.46,0.1343,46,232,278,hour,13.0,2012-11,Normal (30-60%)
16054,2012-11-06,4,1,11,0,2,1,1,0.36,0.3636,0.4,0.1045,44,196,240,hour,14.0,2012-11,Normal (30-60%)
16055,2012-11-06,4,1,11,0,2,1,1,0.34,0.3182,0.46,0.2537,45,227,272,hour,15.0,2012-11,Normal (30-60%)
16056,2012-11-06,4,1,11,0,2,1,1,0.34,0.3333,0.46,0.1642,33,369,402,hour,16.0,2012-11,Normal (30-60%)
16057,2012-11-06,4,1,11,0,2,1,1,0.32,0.303,0.53,0.2239,30,597,142,hour,17.0,2012-11,Normal (30-60%)
16058,2012-11-06,4,1,11,0,2,1,1,0.32,0.303,0.57,0.2985,20,477,497,hour,18.0,2012-11,Normal (30-60%)
16059,2012-11-06,4,1,11,0,2,1,1,0.3,0.2879,0.56,0.2239,15,356,371,hour,19.0,2012-11,Normal (30-60%)
16060,2012-11-06,4,1,11,0,2,1,1,0.3,0.2879,0.61,0.2239,10,218,228,hour,20.0,2012-11,Lembap (>60%)
16061,2012-11-06,4,1,11,0,2,1,2,0.3,0.2879,0.56,0.2537,14,137,151,hour,21.0,2012-11,Normal (30-60%)
16062,2012-11-06,4,1,11,0,2,1,2,0.3,0.2879,0.56,0.2239,17,136,153,hour,22.0,2012-11,Normal (30-60%)
16063,2012-11-06,4,1,11,0,2,1,1,0.3,0.2879,0.56,0.2239,19,186,205,hour,23.0,2012-11,Normal (30-60%)
16064,2012-11-07,4,1,11,0,3,1,2,0.3,0.2879,0.56,0.2836,49,234,283,hour,0.0,2012-11,Normal (30-60%)
16065,2012-11-07,4,1,11,0,3,1,2,0.28,0.2727,0.61,0.2537,6,86,92,hour,1.0,2012-11,Lembap (>60%)
16066,2012-11-07,4,1,11,0,3,1,2,0.28,0.2576,0.56,0.2985,6,68,74,hour,2.0,2012-11,Normal (30-60%)
16067,2012-11-07,4,1,11,0,3,1,2,0.28,0.2576,0.52,0.3284,2,9,11,hour,3.0,2012-11,Normal (30-60%)
16068,2012-11-07,4,1,11,0,3,1,2,0.28,0.2576,0.52,0.2985,0,9,9,hour,4.0,2012-11,Normal (30-60%)
16069,2012-11-07,4,1,11,0,3,1,2,0.28,0.2576,0.52,0.3284,0,27,27,hour,5.0,2012-11,Normal (30-60%)
16070,2012-11-07,4,1,11,0,3,1,2,0.26,0.2424,0.56,0.2836,3,115,118,hour,6.0,2012-11,Normal (30-60%)
16071,2012-11-07,4,1,11,0,3,1,2,0.26,0.2273,0.56,0.2985,5,314,319,hour,7.0,2012-11,Normal (30-60%)
16072,2012-11-07,4,1,11,0,3,1,2,0.26,0.2424,0.6,0.2836,18,583,142,hour,8.0,2012-11,Normal (30-60%)
16073,2012-11-07,4,1,11,0,3,1,2,0.26,0.2424,0.6,0.2836,17,351,368,hour,9.0,2012-11,Normal (30-60%)
16074,2012-11-07,4,1,11,0,3,1,2,0.28,0.2576,0.56,0.2985,27,151,178,hour,10.0,2012-11,Normal (30-60%)
16075,2012-11-07,4,1,11,0,3,1,2,0.32,0.2879,0.51,0.3582,15,132,147,hour,11.0,2012-11,Normal (30-60%)
16076,2012-11-07,4,1,11,0,3,1,2,0.32,0.303,0.53,0.2836,24,188,212,hour,12.0,2012-11,Normal (30-60%)
16077,2012-11-07,4,1,11,0,3,1,2,0.32,0.303,0.53,0.2537,23,158,181,hour,13.0,2012-11,Normal (30-60%)
16078,2012-11-07,4,1,11,0,3,1,2,0.32,0.2879,0.53,0.3582,19,142,161,hour,14.0,2012-11,Normal (30-60%)
16079,2012-11-07,4,1,11,0,3,1,2,0.32,0.303,0.53,0.2985,20,178,198,hour,15.0,2012-11,Normal (30-60%)
16080,2012-11-07,4,1,11,0,3,1,2,0.32,0.2879,0.53,0.3582,23,250,273,hour,16.0,2012-11,Normal (30-60%)
16081,2012-11-07,4,1,11,0,3,1,2,0.32,0.2879,0.53,0.3881,16,501,517,hour,17.0,2012-11,Normal (30-60%)
16082,2012-11-07,4,1,11,0,3,1,2,0.32,0.2879,0.53,0.3582,17,448,465,hour,18.0,2012-11,Normal (30-60%)
16083,2012-11-07,4,1,11,0,3,1,2,0.3,0.2727,0.56,0.2985,17,302,319,hour,19.0,2012-11,Normal (30-60%)
16084,2012-11-07,4,1,11,0,3,1,2,0.32,0.303,0.49,0.3284,7,249,256,hour,20.0,2012-11,Normal (30-60%)
16085,2012-11-07,4,1,11,0,3,1,2,0.32,0.303,0.49,0.2985,5,121,126,hour,21.0,2012-11,Normal (30-60%)
16086,2012-11-07,4,1,11,0,3,1,3,0.3,0.2879,0.56,0.2537,4,56,60,hour,22.0,2012-11,Normal (30-60%)
16087,2012-11-07,4,1,11,0,3,1,3,0.28,0.2727,0.65,0.2239,3,37,40,hour,23.0,2012-11,Lembap (>60%)
16088,2012-11-08,4,1,11,0,4,1,3,0.28,0.2727,0.61,0.2239,1,14,15,hour,0.0,2012-11,Lembap (>60%)
16089,2012-11-08,4,1,11,0,4,1,3,0.3,0.2727,0.52,0.3582,1,11,12,hour,1.0,2012-11,Normal (30-60%)
16090,2012-11-08,4,1,11,0,4,1,2,0.3,0.2879,0.49,0.2239,1,5,6,hour,2.0,2012-11,Normal (30-60%)
16091,2012-11-08,4,1,11,0,4,1,2,0.3,0.2879,0.45,0.2836,1,9,10,hour,4.0,2012-11,Normal (30-60%)
16092,2012-11-08,4,1,11,0,4,1,2,0.3,0.2879,0.42,0.2239,0,35,35,hour,5.0,2012-11,Normal (30-60%)
16093,2012-11-08,4,1,11,0,4,1,1,0.3,0.2879,0.39,0.2239,2,122,124,hour,6.0,2012-11,Normal (30-60%)
16094,2012-11-08,4,1,11,0,4,1,1,0.28,0.2576,0.36,0.3881,12,411,423,hour,7.0,2012-11,Normal (30-60%)
16095,2012-11-08,4,1,11,0,4,1,1,0.3,0.2879,0.33,0.2836,16,652,142,hour,8.0,2012-11,Normal (30-60%)
16096,2012-11-08,4,1,11,0,4,1,1,0.32,0.2879,0.31,0.3582,22,253,275,hour,9.0,2012-11,Normal (30-60%)
16097,2012-11-08,4,1,11,0,4,1,1,0.32,0.303,0.31,0.3284,13,148,161,hour,10.0,2012-11,Normal (30-60%)
16098,2012-11-08,4,1,11,0,4,1,1,0.36,0.3333,0.29,0.3881,16,155,171,hour,11.0,2012-11,Kering (<30%)
16099,2012-11-08,4,1,11,0,4,1,1,0.4,0.4091,0.24,0.4925,33,202,235,hour,12.0,2012-11,Kering (<30%)
16100,2012-11-08,4,1,11,0,4,1,1,0.44,0.4394,0.18,0.4179,33,195,228,hour,13.0,2012-11,Kering (<30%)
16101,2012-11-08,4,1,11,0,4,1,1,0.44,0.4394,0.18,0.4179,33,149,182,hour,14.0,2012-11,Kering (<30%)
16102,2012-11-08,4,1,11,0,4,1,1,0.44,0.4394,0.18,0.4179,32,201,233,hour,15.0,2012-11,Kering (<30%)
16103,2012-11-08,4,1,11,0,4,1,1,0.42,0.4242,0.16,0.3881,18,321,339,hour,16.0,2012-11,Kering (<30%)
16104,2012-11-08,4,1,11,0,4,1,1,0.4,0.4091,0.2,0.2985,36,556,142,hour,17.0,2012-11,Kering (<30%)
16105,2012-11-08,4,1,11,0,4,1,1,0.4,0.4091,0.24,0.4179,16,491,507,hour,18.0,2012-11,Kering (<30%)
16106,2012-11-08,4,1,11,0,4,1,1,0.38,0.3939,0.27,0.3582,14,359,373,hour,19.0,2012-11,Kering (<30%)
16107,2012-11-08,4,1,11,0,4,1,1,0.38,0.3939,0.29,0.4627,10,235,245,hour,20.0,2012-11,Kering (<30%)
16108,2012-11-08,4,1,11,0,4,1,1,0.36,0.3333,0.37,0.3881,11,222,233,hour,21.0,2012-11,Normal (30-60%)
16109,2012-11-08,4,1,11,0,4,1,1,0.34,0.303,0.42,0.2985,14,147,161,hour,22.0,2012-11,Normal (30-60%)
